order_id,customer_id,customer_name,sales_rep,region,country,sales_channel,product_id,product_name,category,order_date,quantity,unit_price,discount,shipping_cost,payment_method,order_status,customer_rating,sales_target,customer_age,customer_segment,warehouse,is_priority,delivery_days,return_reason,gross_sales,discount_amount,net_sales,profit,completely_empty_column_1,completely_empty_column_2,mostly_empty_notes,blank_column_1,Unnamed: blank_column,system_audit_dummy,internal_notes
ORD-10569,CUST-1396,Bianca Cardoso,Daniel Brown,West,,Online,PROD-128,Desk,Food,2025-06-11 00:00:00,1,1984.28,0.234,82.02,,Completed,3.4,8196.46,52.0,Small Business,WH-03,Yes,8.0,Late Delivery,1984.28,464.32152,1519.95848,1437.93848,,,,,,,
ORD-10849,CUST-1249,Gabriel Moreira,Carla Davis,North,Germany,Retail,PROD-149,Headphones,Clothing,2024-03-24 00:00:00,6,358.17,0.273,116.0,Cash,Completed,1.0,7158.83,30.0,Corporate,WH-04,Yes,12.0,Customer Changed Mind,2149.02,586.68246,1562.33754,1446.33754,,,,,,,
ORD-11149,CUST-1164,Juliana Azevedo,Alice Johnson,South,UK,Wholesale,PROD-113,Phone,Furniture,2022-09-21 00:00:00,17,188.59,2.4%,63.68,Credit Card,Completed,1.9,2459.17,37.0,Small Business,WH-02,No,12.0,Late Delivery,3206.03,76.94472,3129.08528,3065.4052800000004,,,,,,,
ORD-10720,CUST-1189,Matheus Dias,Frank Miller,East,Canada,Wholesale,PROD-146,Desk,Food,2024-10-04 00:00:00,8,1568.08,0.16,67.04,Debit Card,Completed,1.3,5884.78,31.0,Small Business,WH-01,No,8.0,Customer Changed Mind,12544.64,2007.1424,10537.4976,10470.457599999998,,,,,,,
ORD-10728,CUST-1172,Larissa Gomes,  Frank Miller ,East,Brazil,Wholesale,PROD-129,Mouse,Furniture,16/08/2024,15,49.5,0.224,17.62,Cash,Completed,4.5,6354.4,35.0,Small Business,WH-01,No,6.0,Wrong Item,742.5,166.32,576.1800000000001,558.5600000000001,,,,,,,
ORD-10918,CUST-1387,Natalia Souza,Carla Davis,South,Brazil,Wholesale,PROD-135,Monitor,furniture,2023-09-08 00:00:00,13,11.74,0.068,143.81,Bank Transfer,Completed,2.6,7618.68,73.0,Corporate,WH-02,Yes,10.0,Late Delivery,152.62,10.37816,142.24184,-1.568160000000006,,,,,,,
ORD-10831,CUST-1082,Larissa Teixeira,Carla Davis,West,France,Retail,PROD-114,Chair,Food,2023/09/29,7,992.36,0.169,117.03,Bank Transfer,Pending,3.1,1766.75,34.0,Corporate,WH-02,No,4.0,Late Delivery,6946.52,1173.96188,5772.558120000001,5655.528120000001,,,,,,,
ORD-10323,CUST-1168,Manuela Freitas,Henry Moore,Central,UK,Direct,PROD-125,Chair,Furniture,2023-08-27 00:00:00,,440.75,0.104,71.26,,Completed,4.5,3583.7,26.0,Consumer,WH-04,No,2.0,Wrong Item,7052.0,733.408,6318.592,6247.331999999999,,,,,,,
ORD-10955,CUST-1238,Renata Mendes,Frank Miller,South,UK,Online,PROD-144,  Phone ,Electronics,2022-11-07 00:00:00,1,$715.10,0.08,15.36,Credit Card,Completed,2.4,9282.7,25.0,Consumer,WH-03,No,2.0,,715.1,57.208000000000006,657.892,642.532,,,,,,,
ORD-10908,CUST-1370,Matheus Pereira,Carla Davis,South,Australia,Wholesale,PROD-100,Mouse,Food,2025-05-13 00:00:00,10,993.91,0.212,132.97,Debit Card,Pending,1.5,1922.39,67.0,Enterprise,WH-03,No,14.0,,9939.1,2107.0892,7832.0108,7699.0408,,,,,,,
ORD-10196,CUST-1258,Fernanda Mendes,Carla Davis,West,Australia,Retail,PROD-110,Laptop,Office Supplies,2023-02-25 00:00:00,19,1478.0,0.109,52.5,Cash,Completed,4.0,4543.4,35.0,Corporate,WH-04,No,10.0,,28082.0,3060.938,25021.062,24968.562,,,,,,,
,,Fernanda Dias,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-10548,CUST-1246,Sofia Castro,Alice Johnson,Central,Canada,Wholesale,PROD-108,Headphones,Office Supplies,2022-04-19 00:00:00,14,1008.32,0.166,120.59,Credit Card,Completed,2.6,6145.41,73.0,Consumer,WH-02,No,7.0,Damaged,14116.48,2343.33568,11773.14432,11652.55432,,,,,,,
ORD-10544,CUST-1003,Patricia Santos,Emma Wilson,Central,Brazil,Wholesale,PROD-107,Phone,Food,2024-05-23 00:00:00,10,601.07,twenty percent,54.22,Credit Card,Completed,2.3,4671.0,42.0,Small Business,WH-03,No,5.0,Wrong Item,6010.700000000001,348.6206000000001,5662.0794000000005,5607.8594,,,,,,,
ORD-11051,CUST-1151,Beatriz Lima,Daniel Brown,South,Canada,Online,PROD-123,Desk,Electronics,2023-04-12 00:00:00,16,1060.57,0.2,49.35,Debit Card,RETURNED,4.2,2712.67,29.0,Enterprise,WH-02,Yes,5.0,,16969.12,3393.824,13575.295999999998,13525.945999999998,,,,,,,
ORD-10756,CUST-1329,Lucas Moraes,Grace Taylor,NORTH,Brazil,Wholesale,PROD-121,Phone,Food,2024-05-08 00:00:00,14,190.46,0.248,146.09,Cash,Completed,2.9,6980.91,36.0,Enterprise,WH-04,No,12.0,Customer Changed Mind,2666.44,661.27712,2005.16288,1859.07288,,,,,,,
ORD-10877,CUST-1097,Priscila Gomes,Carla Davis,West,France,Wholesale,PROD-110,Keyboard,  Food ,2022-12-02 00:00:00,12,1505.29,0.206,93.91,Debit Card,Completed,3.2,8536.05,47.0,Corporate,WH-01,No,3.0,Wrong Item,18063.48,3721.07688,14342.40312,14248.49312,,,,,,,
ORD-10224,CUST-1186,Camila Lima,  Carla Davis ,South,USA,Retail,PROD-122,Printer,Office Supplies,2025-12-08 00:00:00,7,1570.75,0.146,9.43,Bank Transfer,Pending,1.6,1469.59,29.0,Consumer,WH-02,Yes,1.0,Late Delivery,10995.25,1605.3065,9389.9435,9380.5135,,,,,,,
ORD-10752,CUST-1373,Isabela Moraes,Carla Davis,East,Germany,Wholesale,PROD-129,Mouse,Office Supplies,2022-07-24 00:00:00,N/A,,0.18,112.99,,Completed,4.2,2044.76,30.0,Corporate,WH-04,no,5.0,,7712.3,1388.214,6324.086,6211.0960000000005,,,,,,,follow up
ORD-10977,CUST-1027,Rafael Nogueira,Bob Smith, ,UK,Online,PROD-115,Headphones,Clothing,2023-08-09 00:00:00,19,988.0,0.006,26.01,credit card,Completed,2.1,9250.9,34.0,Enterprise,WH-02,No,11.0,Damaged,18772.0,112.632,18659.368,18633.358,,,,,,,
ORD-11040,CUST-1149,Vinicius Pereira,Bob Smith,Central,USA,Online,PROD-136,Chair,Clothing,2025-02-09 00:00:00,9,385.67,0.162,118.74,Bank Transfer,Completed,2.3,9832.42,68.0,Consumer,WH-02,Yes,8.0,Late Delivery,3471.03,562.30686,2908.72314,2789.9831400000003,,,,,,,
ORD-10656,CUST-1397,Lucas Dias,Carla Davis,East,Canada,Retail,PROD-129,Notebook,Furniture,2025-03-15 00:00:00,19,1131.26,0.088,85.95,PayPal,completed,3.7,2694.15,18.0,Consumer,WH-02,No,3.0,,21493.94,1891.46672,19602.47328,19516.52328,,,,,,,
ORD-10055,CUST-1264,Aline Lima,Frank Miller,Central,UK,Retail,PROD-124,Monitor,Electronics,2024-04-29 00:00:00,3,1592.89,0.298,105.93,Cash,Completed,1.5,1739.95,34.0,Enterprise,WH-04,No,8.0,Customer Changed Mind,4778.67,1424.04366,3354.62634,3248.69634,,,,,,,
ORD-10523,CUST-1038,Gustavo Silva,Frank Miller,East,Germany,Retail,PROD-125,Mouse,Furniture,not a date,16,259.68,0.265,145.22,BANK TRANSFER,Completed,1.8,3838.23,50.0,Enterprise,WH-03,No,5.0,Late Delivery,4154.88,1101.0432,3053.8368,2908.6168,,,Check address,,,,
ORD-10036,CUST-1189,  Priscila Santos,Henry Moore,East,USA,Online,PROD-112,Laptop,Electronics,2024-09-20 00:00:00,8,1221.86,0.129,81.72,Credit Card,Completed,2.2,1219.53,21.0,Corporate,WH-04,No,14.0,Damaged,9774.88,1260.95952,8513.920479999999,8432.20048,,,,,,,
ORD-11083,CUST-1323,Rafael Monteiro,Daniel Brown,South,France,Wholesale,PROD-148,  Phone ,Office Supplies,2023-07-20 00:00:00,15,2386.23,0.257,78.48,PayPal,Completed,2.6,4450.96,38.0,Enterprise,WH-02,No,11.0,,35793.45,9198.91665,26594.53335,26516.05335,,,,,,,
ORD-10528,CUST-1356,Natalia Freitas,Alice Johnson,West,Germany,Direct,PROD-134,Printer,Clothing,2024-12-17 00:00:00,14,2277.64,0.163,73.46,,Completed,3.4,3946.17,73.0,Consumer,WH-01,No,8.0,,31886.96,5197.57448,26689.38552,26615.92552,,,,,,,
ORD-11098,CUST-1138,Leonardo Freitas,Grace Taylor,East,France,Wholesale,PROD-136,Laptop,Clothing,2022-01-12 00:00:00,4,1032.93,0.062,60.21,Debit Card,Completed,1.8,8969.73,18.0,Enterprise,WH-01,No,12.0,Customer Changed Mind,4131.72,256.16664000000003,3875.55336,3815.34336,,,,,,,
ORD-10199,CUST-1136,Camila Santos,Frank Miller,West,Germany,ONLINE,PROD-103,Mouse,Clothing,2023-03-15 00:00:00,2,,0.053,9.73,Credit Card,Completed,4.6,4458.83,73.0,Small Business,WH-03,No,4.0,Late Delivery,1312.54,69.56461999999999,1242.97538,1233.2453799999998,,,,,,,
ORD-10866,CUST-1228,Murilo Gomes,Daniel Brown,South,Brazil,Retail,PROD-148,Chair,Office Supplies,2022-01-17 00:00:00,2,661.36,0.254,110.96,N/A,Returned,,7765.96,34.0,Small Business,WH-04,No,13.0,,1322.72,335.97088,986.74912,875.7891199999999,,,,,,,
ORD-10324,CUST-1160,Lucas Azevedo,Daniel Brown,Central,Brazil,Wholesale,PROD-107,Keyboard,Clothing,2023-08-29 00:00:00,18," 2,122.73 ",0.146,33.59,Debit Card,Completed,1.2,4481.05,63.0,Corporate,WH-03,Yes,3.0,Late Delivery,38209.14,5578.534439999999,32630.60556,32597.01556,,,,,,,
ORD-11111,CUST-1167,Rafael Santana,Carla Davis,West,Australia,Direct,PROD-101,Laptop,Clothing,2023-04-26 00:00:00,3,817.64,0.024,4.86,Bank Transfer,Completed,4.6,6384.5,33.0,Consumer,WH-04,No,4.0,Damaged,2452.92,58.87008,2394.04992,2389.18992,,,,,,,
ORD-10319,CUST-1193,Sofia Mendes,Alice Johnson,West,BRAZIL,Direct,PROD-145,Headphones,Electronics,2024-08-12 00:00:00,2,1074.95,0.019,7.11,PayPal,Completed,4.5,8796.97,48.0,Small Business,WH-01,Yes,8.0,Late Delivery,2149.9,40.8481,2109.0519,2101.9419,,,,,,,
ORD-11154,CUST-1061,Aline Dias,Henry Moore,Central,Australia,Direct,PROD-106,Headphones,Furniture,2023-09-25 00:00:00,15,-50,0.003,23.14,PayPal,Cancelled,3.6,7368.5,N/A,Small Business,WH-03,No,5.0,,29231.55,87.69465,29143.85535,29120.71535,,,,,,,
ORD-10437,CUST-1062,Pedro Costa,Alice Johnson,West,France,Online,PROD-139,Headphones,Food,2023-03-19 00:00:00,1,1332.67,0.217,94.43,Debit Card,Completed,3.1,5456.99,67.0,Consumer,WH-02,Yes,4.0,Late Delivery,1332.67,289.18939,1043.48061,949.05061,,,,,,,
ORD-10477,CUST-1091,Juliana Oliveira,,North,Germany,Wholesale,PROD-142,Mouse,Furniture,2022-04-03 00:00:00,7,1227.12,0.039,105.8,Credit Card,N/A,2.2,2929.46,39.0,Consumer,WH-04,yes,2.0,Damaged,8589.84,335.00376,8254.83624,8149.03624,,,,,,,
ORD-10141,CUST-1254,Luana Freitas  ,Grace Taylor,North,France,Direct,PROD-110,Headphones,Office Supplies,2024-04-21 00:00:00,1,1596.07,0.111,77.92,PayPal,Completed,2.0,6708.65,60.0,Small Business,WH-04,No,12.0,Customer Changed Mind,1596.07,177.16377,1418.90623,1340.98623,,,,,,,
ORD-10470,CUST-1105,Ramon Ferreira,Bob Smith,West,UK,Online,PROD-144,Phone,Office Supplies,2023-05-12 00:00:00,6,1587.06,0.005,135.11,Cash,Pending,4.3,4335.12,21.0,Small Business,WH-01,No,10.0,Late Delivery,9522.36,47.6118,9474.7482,9339.6382,,,,,,,
ORD-10777,CUST-1144,Juliana  Silva,Bob Smith,North,France,Direct,PROD-119,Headphones,Clothing,2023-07-31 00:00:00,13,,0.198,24.34,PayPal,Completed,3.8,7185.66,68.0,Consumer,WH-01,No,7.0,Customer Changed Mind,19662.37,3893.14926,15769.22074,15744.88074,,,Follow up,,,,
ORD-10132,CUST-1359,LARISSA FREITAS,Bob Smith,East,Brazil,Retail,PROD-145,Printer, ,2025-04-04 00:00:00,11,877.88,0.124,10.79,Bank Transfer,pending,3.7,9865.14,33.0,Corporate,WH-01,No,7.0,Damaged,9656.68,1197.42832,8459.251680000001,8448.46168,,,,,,,
ORD-10626,CUST-1018,Pedro Teixeira,Henry Moore,North,UK,Online,PROD-144,Monitor,Office Supplies,2025-05-19 00:00:00,4,519.03,0.254,113.84,Credit Card,Completed,2.4,9875.19,47.0,Corporate,WH-01,No,2.0,Damaged,2076.12,527.33448,1548.78552,1434.94552,,,,,,,
ORD-10856,CUST-1053,Luana Freitas,Frank Miller,West,Brazil,Wholesale,PROD-146,Mouse,Furniture,2023-07-12 00:00:00,12,80.7,0.119,120.89,Cash,Completed,1.7,3027.75,68.0,Enterprise,WH-04,No,11.0,Late Delivery,968.4,115.2396,853.1604000000001,732.2704000000001,,,,,,,
ORD-11089,CUST-1139,Patricia Correia,Grace Taylor,North,Australia,Direct,PROD-146,Phone,Furniture,2024-07-05 00:00:00,13,"$2,294.05",0.153,33.95,Bank Transfer,Completed,3.8,9080.48,19.0,Small Business,WH-02,Yes,3.0,Customer Changed Mind,29822.65,4562.86545,25259.78455,25225.83455,,,,,,,
ORD-10580,CUST-1263,Beatriz Freitas,Frank Miller,West,Australia,Retail,PROD-144,Headphones,Clothing,2022/06/29,19,2086.17,0.148,129.78,Cash,Completed,4.6,3260.5,33.0,Consumer,WH-01,No,6.0,Damaged,39637.23,5866.31004,33770.91996,33641.13996,,,,,,,
ORD-10705,CUST-1038,Eduardo Rocha,Emma Wilson,Central,UK,DIRECT,PROD-122,Printer,Electronics,2022-07-27 00:00:00,11,196.14,0.063,59.52,Credit Card,COMPLETED,2.8,3584.15,48.0,Consumer,WH-03,No,3.0,Damaged,2157.54,135.92502,2021.61498,1962.09498,,,,,,,
ORD-10640,CUST-1143,Juliana Cardoso,Emma Wilson,North,Usa,Online,PROD-124,Notebook,Electronics,2025-10-04 00:00:00,8,941.57,0.053,13.16,Credit Card,Returned,3.2,3105.66,35.0,Enterprise,WH-01,No,12.0,,7532.56,399.22568,7133.33432,7120.17432,,,,,,,
ORD-10791,CUST-1302,Leticia Moreira,Henry Moore,North,UK,Direct,PROD-121,Mouse,  Electronics ,2024-02-30,3,475.61,0.1,77.59,Debit Card,Completed,4.7,4358.18,42.0,Enterprise,WH-04,Yes,3.0,Customer Changed Mind,1426.83,142.683,1284.147,1206.557,,,Follow up,,,,
ORD-10942,CUST-1011,Diego Gomes,Alice Johnson,West,Germany,Retail,PROD-136,Laptop,Office Supplies,2023-07-20 00:00:00,16,2396.57,0.095,128.49,BANK TRANSFER,Completed,,6016.14,29.0,Enterprise,WH-02,No,6.0,,38345.12,3642.7864,34702.333600000005,34573.84360000001,,,,,,,
ORD-10900,CUST-1033,Caio Silva,Emma Wilson,West,Brazil,Wholesale,PROD-134,Keyboard,Office Supplies,2024-06-30 00:00:00,4,2089.09,0.124,105.22,Debit Card,Completed,3.3,6293.77,67.0,Consumer,WH-04,No,7.0,Wrong Item,8356.36,1036.18864,7320.17136,7214.95136,,,,,,,
ORD-10079,CUST-1201,Juliana Rocha,Carla Davis,West,France,Retail,PROD-122,Laptop,Office Supplies,2023-06-24 00:00:00,17,1473.52,0.187,115.91,,Completed,2.4,8874.78,56.0,Consumer,WH-01,No,13.0,Customer Changed Mind,25049.84,4684.32008,20365.51992,20249.60992,,,,,,,
ORD-10766,CUST-1089,Natalia Santana,Daniel Brown,West,Brazil,Online,PROD-103,Desk,Office Supplies,2024-12-23 00:00:00,12,925.8,0.239,120.79,Credit Card,Completed,1.4,5208.81,,Enterprise,WH-04,No,14.0,,11109.6,2655.1943999999994,8454.405599999998,8333.615599999997,,,,,,,
ORD-10326,CUST-1288,Amanda Azevedo  ,Daniel Brown,West,Australia,Online,PROD-115,Coffee Maker,Food,2025-05-07 00:00:00,13,1498.42,0.29,38.11,Bank Transfer,Completed,4.1,3857.28,19.0,Consumer,WH-03,No,3.0,Wrong Item,19479.46,5649.0434,13830.4166,13792.3066,,,,,,,
ORD-11169,CUST-1022,Henrique Ramos,Daniel Brown,South,UK,Retail,PROD-125,Headphones,Clothing,2022-06-15 00:00:00,16,1556.8,0.257,120.68,PayPal,Pending,4.3,3887.47,22.0,Corporate,WH-03,No,1.0,Customer Changed Mind,24908.8,6401.5616,18507.2384,18386.5584,,,,,,,
ORD-10394,CUST-1173,Ramon Ribeiro,Henry Moore,West,Germany,Online,PROD-125,Phone,Furniture,2023-04-14 00:00:00,6,1638.14,0.123,28.86,Bank Transfer,Completed,4.7,1794.63,26.0,Small Business,WH-04,No,4.0,Damaged,9828.84,1208.94732,8619.89268,8591.03268,,,,,,,
,,Diego Rocha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORD-10332,CUST-1134,Juliana Moraes,Henry Moore,Central,Germany,Direct,PROD-112,Headphones,Furniture,2024-07-30 00:00:00,15,399.53,0.182,17.46,Debit Card,Completed,3.2,3212.35,39.0,Consumer,WH-04,No,8.0,Late Delivery,5992.95,1090.7169,4902.2331,4884.773099999999,,,,,,,
ORD-11133,CUST-1034,Diego Ribeiro,Alice Johnson,West,Australia,Wholesale,PROD-100,Mouse,Office Supplies,2024-11-09 00:00:00,5,1268.39,0.161,4.35,PayPal,Completed,1.0,4252.12,26.0,Corporate,WH-03,No,11.0,Late Delivery,6341.950000000001,1021.05395,5320.89605,5316.54605,,,,,,,
ORD-10717,CUST-1000,Henrique Rocha,Grace Taylor,South,Germany,Retail,PROD-107,Headphones,Office Supplies,2024-06-29 00:00:00,1,1610.98,0.031,17.76,Credit Card,Completed,2.5,8820.29,32.0,Enterprise,WH-02,Yes,11.0,Customer Changed Mind,1610.98,49.94038,1561.03962,1543.27962,,,,,,,
